# hostname;interval;timestamp;pswpin/s;pswpout/s
axle;60;1416386401;0.00;0.00
axle;60;1416386461;0.00;0.00
axle;59;1416386521;0.00;0.00
axle;60;1416386581;0.00;0.00
axle;60;1416386641;0.00;0.00
axle;60;1416386701;0.00;0.00
axle;60;1416386761;0.00;0.00
axle;60;1416386821;0.00;0.00
axle;60;1416386881;0.00;0.00
axle;60;1416386941;0.00;0.00
axle;60;1416387001;0.00;0.00
axle;60;1416387061;0.00;0.00
