Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

10:02:14 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:03:14 AM     all     50.44      0.00     16.69      0.02      0.00     32.85
10:04:14 AM     all     51.95      0.00     17.45      0.00      0.00     30.60
10:05:14 AM     all     53.33      0.00     16.23      0.01      0.00     30.43
10:06:14 AM     all     52.70      0.00     16.81      0.00      0.00     30.49
10:07:14 AM     all     55.49      0.00     13.67      0.00      0.00     30.84
10:08:14 AM     all     54.11      0.00     15.86      0.00      0.00     30.03
10:09:14 AM     all     54.30      0.00     16.01      0.00      0.00     29.70
10:10:14 AM     all     51.40      0.00     16.31      0.00      0.00     32.29
