# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416387131;sda;34.90;0.27;8049.51;230.63;1.37;39.18;0.30;1.05
axle;60;1416387191;sda;2.90;0.00;476.83;164.30;0.01;2.77;0.28;0.08
axle;60;1416387251;sda;3.80;0.00;622.59;163.88;0.02;5.39;0.37;0.14
axle;60;1416387311;sda;4.20;0.40;750.42;178.58;0.02;4.57;0.27;0.11
axle;60;1416387371;sda;2.57;0.00;304.90;118.75;0.01;1.95;0.13;0.03
axle;60;1416387431;sda;1.38;0.00;135.49;97.93;0.00;1.16;0.14;0.02
axle;60;1416387491;sda;1.10;0.00;56.81;51.64;0.00;0.12;0.06;0.01
axle;60;1416387551;sda;1.10;0.00;70.71;64.24;0.00;0.06;0.06;0.01
axle;60;1416387611;sda;1.20;0.00;62.93;52.44;0.00;0.17;0.06;0.01
